Industry,Location,Primary_AI_Tool,Daily_Token_Usage,Tasks_Automated_Per_Week,Experience_Years,Productivity_Gain_Percent
Manufacturing,Canada,GitHub Copilot,759.0,10.0,2.0,53.9
Retail,US,Midjourney,3733.0,8.0,3.0,60.38
Healthcare,US,GitHub Copilot,1919.0,14.0,9.0,72.91
Retail,US,Notion AI,1214.0,12.0,4.0,51.79
Retail,India,Salesforce Einstein,2295.0,5.0,7.0,50.45
Education,US,Notion AI,612.0,12.0,5.0,58.28
Finance,Japan,Jasper,394.0,10.0,4.0,56.1
Healthcare,UK,Jasper,217.0,16.0,6.0,58.28
Manufacturing,UK,ChatGPT,703.0,11.0,2.0,52.02
Media,Canada,Midjourney,1630.0,10.0,4.0,52.29
Technology,Brazil,Salesforce Einstein,410.0,13.0,3.0,57.54
Technology,Brazil,ChatGPT,281.0,10.0,1.0,53.71
Media,Germany,TensorFlow,561.0,10.0,6.0,54.59
Technology,UK,Midjourney,673.0,14.0,4.0,64.3
Healthcare,Australia,TensorFlow,2308.0,8.0,2.0,54.77
Healthcare,Japan,Notion AI,13018.0,20.0,11.0,78.95
Technology,Brazil,TensorFlow,326.0,11.0,3.0,62.22
Finance,UK,Notion AI,903.0,6.0,2.0,50.88
Legal,US,TensorFlow,1541.0,17.0,,54.11
Legal,India,Midjourney,1051.0,7.0,3.0,50.47
Manufacturing,US,Salesforce Einstein,300.0,13.0,5.0,59.42
Education,India,Jasper,188.0,14.0,3.0,54.06
Technology,US,Jasper,1815.0,16.0,2.0,53.15
Media,Germany,GitHub Copilot,4973.0,13.0,3.0,66.06
Manufacturing,Brazil,Midjourney,359.0,17.0,4.0,59.61
Education,India,Midjourney,173.0,14.0,3.0,53.26
Finance,Australia,Tableau,344.0,17.0,4.0,65.52
Legal,Germany,Jasper,1004.0,10.0,2.0,42.48
Retail,India,Salesforce Einstein,138.0,11.0,4.0,51.34
Education,Germany,TensorFlow,802.0,18.0,1.0,61.53
Healthcare,Canada,Notion AI,2569.0,15.0,7.0,66.0
Manufacturing,Brazil,Salesforce Einstein,171.0,13.0,,
Technology,Canada,Midjourney,3406.0,11.0,3.0,66.27
Retail,Australia,Tableau,338.0,12.0,4.0,52.07
Manufacturing,Australia,TensorFlow,159.0,15.0,4.0,
Technology,Canada,Jasper,779.0,17.0,3.0,64.1
Media,Germany,Tableau,738.0,16.0,2.0,57.56
Healthcare,US,Salesforce Einstein,2553.0,14.0,7.0,60.83
Legal,UK,GitHub Copilot,834.0,12.0,0.0,45.16
Education,Japan,Salesforce Einstein,1977.0,12.0,2.0,59.36
Healthcare,Canada,Notion AI,2282.0,13.0,6.0,61.01
Retail,US,Notion AI,3188.0,16.0,5.0,62.03
Finance,Canada,Notion AI,255.0,11.0,4.0,59.23
Finance,Germany,Midjourney,3656.0,6.0,4.0,
Manufacturing,Japan,Salesforce Einstein,262.0,11.0,3.0,50.12
Media,Germany,Jasper,316.0,15.0,1.0,59.9
Manufacturing,Canada,Tableau,1682.0,11.0,3.0,51.02
Media,Australia,GitHub Copilot,458.0,9.0,7.0,63.46
Retail,India,TensorFlow,958.0,13.0,6.0,60.17
Manufacturing,Canada,Midjourney,220.0,13.0,5.0,52.64
Retail,Japan,Midjourney,911.0,14.0,1.0,62.86
Manufacturing,Canada,Notion AI,440.0,11.0,0.0,49.16
Healthcare,UK,Midjourney,809.0,9.0,4.0,54.44
Legal,Germany,ChatGPT,1256.0,10.0,6.0,62.75
Legal,India,Notion AI,1975.0,9.0,5.0,53.63
Finance,Australia,Salesforce Einstein,1038.0,5.0,4.0,53.91
Finance,Japan,Salesforce Einstein,2378.0,9.0,3.0,58.47
Finance,Australia,Midjourney,321.0,10.0,2.0,55.64
Education,India,Notion AI,1877.0,8.0,0.0,53.83
Manufacturing,Canada,ChatGPT,19957.0,20.0,3.0,71.58
Finance,Brazil,TensorFlow,2818.0,15.0,1.0,58.74
Healthcare,Germany,ChatGPT,118.0,13.0,1.0,51.94
Technology,India,GitHub Copilot,516.0,12.0,3.0,56.66
Technology,UK,Salesforce Einstein,5451.0,9.0,3.0,59.72
Finance,Australia,Salesforce Einstein,6049.0,9.0,4.0,64.18
Manufacturing,Japan,GitHub Copilot,2316.0,16.0,8.0,63.14
Finance,India,Jasper,1777.0,8.0,3.0,49.38
Media,UK,Jasper,292.0,10.0,4.0,57.11
Finance,UK,GitHub Copilot,214.0,6.0,5.0,51.48
Media,Canada,TensorFlow,512.0,14.0,2.0,54.0
Retail,Japan,Tableau,1831.0,12.0,5.0,
Legal,US,Notion AI,224.0,9.0,0.0,
Manufacturing,UK,Notion AI,450.0,9.0,2.0,45.16
Education,US,TensorFlow,924.0,11.0,3.0,51.35
Healthcare,India,TensorFlow,1870.0,8.0,3.0,57.62
Finance,India,Jasper,3273.0,7.0,4.0,60.16
,Germany,Notion AI,453.0,15.0,2.0,50.74
Retail,Brazil,Tableau,489.0,9.0,1.0,38.05
Manufacturing,Germany,Salesforce Einstein,706.0,12.0,1.0,54.4
Manufacturing,Australia,ChatGPT,513.0,10.0,2.0,48.02
Healthcare,Brazil,ChatGPT,863.0,14.0,0.0,53.33
Media,Brazil,Salesforce Einstein,1577.0,11.0,6.0,66.11
Retail,Canada,GitHub Copilot,2698.0,6.0,,57.54
Retail,US,Midjourney,356.0,10.0,3.0,45.75
Technology,Germany,GitHub Copilot,352.0,7.0,0.0,51.95
Education,UK,ChatGPT,9297.0,14.0,3.0,57.01
Healthcare,Canada,Jasper,1032.0,8.0,2.0,52.36
Media,Canada,Notion AI,46.0,10.0,3.0,49.84
Retail,UK,Tableau,582.0,12.0,,45.99
Legal,Germany,Notion AI,1366.0,16.0,5.0,61.78
,Germany,TensorFlow,738.0,12.0,4.0,56.85
Retail,Germany,GitHub Copilot,343.0,9.0,4.0,54.91
Healthcare,UK,ChatGPT,894.0,13.0,4.0,66.59
Media,US,Midjourney,66.0,14.0,5.0,56.47
Media,UK,Jasper,216.0,9.0,3.0,50.62
Finance,US,Salesforce Einstein,255.0,19.0,7.0,57.6
Finance,Australia,GitHub Copilot,8079.0,11.0,3.0,60.79
Media,Australia,Midjourney,256.0,6.0,2.0,48.58
Healthcare,UK,Tableau,1565.0,12.0,4.0,60.73
Media,Australia,ChatGPT,1173.0,12.0,2.0,56.77
Healthcare,Brazil,GitHub Copilot,66.0,6.0,0.0,37.84
Finance,Germany,Notion AI,510.0,11.0,5.0,50.3
Finance,US,Tableau,20652.0,10.0,0.0,51.85
Healthcare,Australia,Jasper,20069.0,12.0,0.0,58.39
Retail,UK,GitHub Copilot,1430.0,12.0,5.0,62.93
Manufacturing,India,Tableau,196.0,8.0,5.0,47.01
Education,Australia,Salesforce Einstein,1408.0,12.0,3.0,61.25
Technology,Canada,Tableau,761.0,7.0,5.0,61.14
Manufacturing,Germany,ChatGPT,103.0,15.0,1.0,58.35
Legal,Brazil,Midjourney,672.0,9.0,0.0,45.44
Finance,Japan,GitHub Copilot,405.0,11.0,1.0,50.84
Manufacturing,Canada,GitHub Copilot,316.0,10.0,1.0,49.78
Legal,Germany,Salesforce Einstein,2679.0,8.0,2.0,48.1
Technology,Germany,TensorFlow,416.0,11.0,4.0,64.47
Healthcare,India,Salesforce Einstein,317.0,12.0,5.0,52.29
Manufacturing,Germany,ChatGPT,816.0,16.0,4.0,61.94
Finance,Brazil,GitHub Copilot,,17.0,4.0,66.84
Manufacturing,Germany,Midjourney,1692.0,12.0,5.0,58.9
Manufacturing,Brazil,Midjourney,1692.0,13.0,1.0,52.33
Legal,Japan,Notion AI,2348.0,17.0,0.0,51.16
Healthcare,Brazil,Jasper,459.0,13.0,,54.7
Retail,India,ChatGPT,1056.0,16.0,3.0,58.15
Healthcare,Brazil,Jasper,1179.0,12.0,4.0,54.92
Healthcare,Canada,Salesforce Einstein,1721.0,9.0,5.0,59.68
Technology,Brazil,ChatGPT,1471.0,6.0,1.0,56.96
Healthcare,Japan,Midjourney,407.0,11.0,0.0,51.95
Media,Germany,Salesforce Einstein,5997.0,15.0,6.0,72.39
,Australia,Tableau,702.0,14.0,1.0,41.92
Retail,Australia,Notion AI,16845.0,7.0,0.0,54.14
Legal,Germany,Tableau,2122.0,16.0,2.0,55.61
Healthcare,Australia,Tableau,10102.0,9.0,0.0,58.36
Finance,US,Tableau,1136.0,8.0,1.0,
Legal,Japan,GitHub Copilot,4240.0,7.0,1.0,49.1
Education,India,ChatGPT,330.0,14.0,3.0,59.35
Retail,UK,Jasper,339.0,13.0,4.0,52.49
Finance,Japan,Notion AI,527.0,14.0,0.0,54.09
Retail,Germany,Jasper,851.0,16.0,3.0,64.25
Legal,Germany,Midjourney,137.0,15.0,1.0,48.28
Retail,Brazil,ChatGPT,3877.0,20.0,0.0,60.76
Legal,Germany,Midjourney,280.0,14.0,4.0,59.34
Manufacturing,Canada,ChatGPT,447.0,16.0,4.0,58.21
Legal,Australia,Jasper,427.0,14.0,0.0,56.77
Legal,UK,ChatGPT,1771.0,18.0,8.0,69.71
,UK,ChatGPT,2189.0,6.0,1.0,56.36
Finance,,GitHub Copilot,1606.0,14.0,4.0,72.94
Manufacturing,India,Midjourney,805.0,7.0,6.0,54.16
Healthcare,Japan,ChatGPT,2131.0,9.0,3.0,62.48
Manufacturing,Germany,Notion AI,1944.0,16.0,7.0,63.3
Healthcare,Brazil,Tableau,479.0,12.0,8.0,54.96
Healthcare,UK,Notion AI,4424.0,19.0,7.0,73.5
Technology,US,Midjourney,1438.0,12.0,3.0,61.99
Healthcare,Brazil,Tableau,444.0,12.0,1.0,54.91
Technology,Japan,TensorFlow,1956.0,10.0,6.0,71.19
Healthcare,Canada,TensorFlow,1556.0,7.0,1.0,49.27
Technology,Germany,ChatGPT,4400.0,12.0,0.0,64.15
Education,Germany,Tableau,1758.0,17.0,2.0,55.17
Education,UK,GitHub Copilot,52.0,18.0,2.0,60.49
Retail,UK,,484.0,15.0,2.0,47.56
Manufacturing,Germany,TensorFlow,1199.0,8.0,1.0,55.04
Finance,Brazil,ChatGPT,644.0,12.0,2.0,57.21
Education,Australia,Jasper,13494.0,8.0,3.0,58.76
Finance,India,ChatGPT,1029.0,10.0,1.0,67.64
Education,Brazil,Midjourney,182.0,7.0,2.0,53.2
Retail,Canada,Notion AI,2169.0,11.0,0.0,56.12
Retail,UK,Midjourney,393.0,7.0,3.0,49.2
Education,,TensorFlow,1686.0,14.0,3.0,53.79
Technology,UK,Tableau,319.0,16.0,2.0,55.83
Manufacturing,UK,Notion AI,1673.0,8.0,2.0,39.61
Media,UK,ChatGPT,884.0,14.0,0.0,55.8
,India,TensorFlow,9189.0,12.0,2.0,58.52
Retail,Canada,TensorFlow,1938.0,7.0,2.0,49.79
Education,Canada,Jasper,155.0,7.0,6.0,45.12
Healthcare,Germany,GitHub Copilot,1480.0,13.0,3.0,58.39
Legal,Canada,Salesforce Einstein,7019.0,15.0,2.0,58.52
Legal,Australia,Notion AI,6087.0,10.0,1.0,50.33
Healthcare,Australia,GitHub Copilot,4832.0,11.0,6.0,69.83
Healthcare,Brazil,ChatGPT,475.0,9.0,3.0,47.65
Technology,Brazil,Tableau,182.0,12.0,4.0,
Healthcare,India,Notion AI,660.0,10.0,0.0,48.09
Healthcare,UK,Tableau,1238.0,6.0,3.0,54.81
Education,India,GitHub Copilot,815.0,14.0,4.0,69.64
Technology,Australia,GitHub Copilot,795.0,16.0,4.0,67.09
Finance,US,Tableau,3581.0,10.0,2.0,65.57
Manufacturing,Germany,Jasper,1567.0,16.0,5.0,56.48
Technology,,Tableau,589.0,15.0,,61.67
Legal,UK,Notion AI,508.0,12.0,4.0,48.7
Finance,Australia,Jasper,453.0,10.0,0.0,48.38
Retail,Japan,Notion AI,1463.0,14.0,6.0,53.39
Technology,US,ChatGPT,7494.0,10.0,1.0,65.93
Media,Brazil,Midjourney,894.0,12.0,3.0,66.01
Technology,Australia,Jasper,775.0,7.0,5.0,54.01
Technology,Germany,GitHub Copilot,929.0,9.0,0.0,56.34
Technology,Japan,Notion AI,6110.0,14.0,7.0,64.4
Healthcare,US,ChatGPT,1702.0,9.0,0.0,48.93
Manufacturing,Canada,Salesforce Einstein,43.0,7.0,1.0,
Finance,Canada,Notion AI,9295.0,6.0,4.0,61.61
Media,India,Salesforce Einstein,758.0,8.0,4.0,54.87
Legal,US,Tableau,1263.0,7.0,5.0,50.24
Education,Canada,Midjourney,1593.0,11.0,4.0,56.44
Technology,Japan,GitHub Copilot,618.0,16.0,5.0,68.47
Finance,Germany,GitHub Copilot,1922.0,10.0,3.0,63.9
Manufacturing,Canada,ChatGPT,1462.0,8.0,4.0,56.45
Education,Brazil,Salesforce Einstein,1630.0,,5.0,55.07
Media,India,GitHub Copilot,2140.0,12.0,0.0,64.96
Legal,India,Tableau,1232.0,13.0,1.0,46.19
Legal,US,Midjourney,37.0,14.0,3.0,49.16
Manufacturing,UK,ChatGPT,1748.0,10.0,1.0,47.73
Finance,Brazil,TensorFlow,167.0,7.0,4.0,46.41
Finance,Germany,Jasper,622.0,12.0,1.0,53.65
Media,UK,Salesforce Einstein,1344.0,14.0,5.0,64.92
Healthcare,Japan,Midjourney,991.0,11.0,1.0,52.47
Retail,Germany,ChatGPT,713.0,14.0,9.0,66.97
Finance,Brazil,Salesforce Einstein,10131.0,10.0,3.0,59.87
Media,Germany,Salesforce Einstein,1315.0,10.0,1.0,50.77
Technology,Canada,TensorFlow,519.0,9.0,1.0,49.9
Legal,Australia,Tableau,867.0,13.0,4.0,52.18
Finance,Japan,Jasper,1691.0,11.0,6.0,
Manufacturing,Australia,TensorFlow,609.0,14.0,5.0,58.54
Media,Germany,Midjourney,416.0,11.0,2.0,62.72
Retail,US,Midjourney,544.0,15.0,,58.3
Retail,US,Jasper,369.0,17.0,4.0,60.7
Healthcare,India,Salesforce Einstein,308.0,9.0,2.0,48.92
Legal,US,GitHub Copilot,2910.0,13.0,3.0,57.52
Media,US,Notion AI,875.0,15.0,,51.74
Retail,UK,GitHub Copilot,1480.0,11.0,7.0,59.02
Retail,Japan,TensorFlow,3057.0,9.0,3.0,66.29
Manufacturing,UK,Notion AI,4660.0,10.0,6.0,51.33
Manufacturing,US,Tableau,1394.0,10.0,2.0,51.36
Finance,Germany,ChatGPT,1006.0,12.0,4.0,60.96
Finance,UK,Tableau,225.0,17.0,4.0,50.05
Legal,US,GitHub Copilot,977.0,19.0,4.0,64.6
Retail,Brazil,Notion AI,657.0,11.0,4.0,51.77
Technology,Germany,GitHub Copilot,222.0,12.0,2.0,58.25
Education,Canada,Tableau,689.0,9.0,3.0,39.71
Media,Japan,Notion AI,2201.0,16.0,1.0,66.12
Technology,Australia,TensorFlow,2723.0,13.0,2.0,68.71
Manufacturing,UK,Midjourney,105.0,9.0,0.0,40.79
Technology,Japan,Tableau,1779.0,8.0,0.0,48.55
Education,US,ChatGPT,3238.0,13.0,2.0,67.16
Education,Australia,TensorFlow,827.0,12.0,1.0,50.48
Healthcare,Australia,Jasper,2240.0,8.0,,52.23
Finance,Brazil,GitHub Copilot,735.0,7.0,0.0,52.82
Retail,India,,314.0,8.0,4.0,48.67
Manufacturing,India,GitHub Copilot,572.0,15.0,2.0,57.04
Technology,Canada,Tableau,7415.0,11.0,4.0,58.01
Technology,Australia,Tableau,403.0,10.0,5.0,62.02
Media,Germany,TensorFlow,90.0,17.0,3.0,65.9
Media,Canada,Salesforce Einstein,2813.0,13.0,3.0,58.75
Healthcare,US,Jasper,297.0,15.0,2.0,56.95
Manufacturing,Brazil,Salesforce Einstein,226.0,16.0,7.0,60.99
Media,Germany,Salesforce Einstein,8757.0,16.0,1.0,65.72
Manufacturing,Australia,TensorFlow,2539.0,8.0,2.0,50.34
Finance,Australia,Midjourney,10585.0,10.0,3.0,69.15
Manufacturing,Germany,Midjourney,405.0,,3.0,43.32
Media,Japan,Jasper,494.0,11.0,2.0,52.11
Finance,Brazil,Jasper,670.0,19.0,4.0,62.56
Legal,India,Salesforce Einstein,40.0,13.0,3.0,46.53
Education,Australia,Jasper,466.0,10.0,0.0,54.97
Finance,Germany,Jasper,1751.0,12.0,5.0,55.03
Finance,Canada,Jasper,557.0,13.0,5.0,59.41
Technology,Brazil,TensorFlow,765.0,13.0,4.0,56.44
Education,US,GitHub Copilot,1825.0,8.0,0.0,58.87
Manufacturing,US,GitHub Copilot,357.0,16.0,5.0,55.39
Healthcare,Japan,Notion AI,678.0,12.0,3.0,56.8
Finance,US,Notion AI,2935.0,5.0,6.0,51.28
Retail,India,Salesforce Einstein,434.0,7.0,4.0,41.36
Manufacturing,India,Midjourney,3243.0,14.0,6.0,66.29
Technology,Japan,GitHub Copilot,4081.0,8.0,3.0,62.69
Retail,Japan,TensorFlow,,14.0,1.0,53.13
Retail,Japan,TensorFlow,1685.0,13.0,1.0,59.06
Finance,Japan,ChatGPT,10900.0,11.0,3.0,66.3
Media,Australia,Midjourney,3033.0,8.0,1.0,60.04
Media,US,Midjourney,5248.0,6.0,,66.34
Media,Canada,Notion AI,1950.0,11.0,4.0,58.53
Healthcare,US,Salesforce Einstein,351.0,7.0,7.0,57.83
Healthcare,Australia,GitHub Copilot,1145.0,8.0,2.0,53.37
Finance,Germany,Midjourney,827.0,13.0,7.0,68.94
Retail,Japan,TensorFlow,862.0,10.0,3.0,46.81
Legal,Japan,ChatGPT,594.0,7.0,6.0,52.83
Manufacturing,Germany,Midjourney,356.0,13.0,2.0,55.15
Media,Japan,Midjourney,1924.0,17.0,2.0,71.22
Manufacturing,Australia,Jasper,1255.0,16.0,3.0,
Media,Japan,Tableau,504.0,20.0,0.0,57.35
Finance,Australia,GitHub Copilot,7627.0,15.0,1.0,57.99
Technology,India,Tableau,15964.0,14.0,2.0,61.97
Retail,Japan,GitHub Copilot,874.0,6.0,0.0,45.07
Manufacturing,India,GitHub Copilot,,8.0,5.0,54.72
Healthcare,India,Tableau,313.0,11.0,4.0,53.25
Legal,India,Salesforce Einstein,1194.0,16.0,2.0,54.92
Healthcare,Australia,TensorFlow,356.0,11.0,2.0,46.02
Education,UK,Salesforce Einstein,220.0,15.0,2.0,50.15
Finance,UK,Midjourney,465.0,13.0,5.0,54.85
Legal,Japan,GitHub Copilot,3688.0,14.0,2.0,61.6
Technology,Japan,TensorFlow,572.0,10.0,2.0,53.75
Legal,UK,Jasper,,20.0,5.0,63.23
Media,US,Midjourney,1298.0,13.0,1.0,61.14
Technology,Japan,GitHub Copilot,6463.0,9.0,4.0,61.97
Finance,India,GitHub Copilot,1461.0,6.0,4.0,59.95
Finance,Brazil,Salesforce Einstein,179.0,12.0,1.0,54.27
Retail,India,Midjourney,521.0,8.0,2.0,49.68
Retail,Japan,TensorFlow,1736.0,9.0,4.0,56.17
Education,Japan,Midjourney,437.0,14.0,4.0,55.62
Retail,UK,ChatGPT,1240.0,12.0,3.0,58.49
Education,UK,Tableau,437.0,13.0,8.0,57.74
Education,Germany,Midjourney,2580.0,16.0,4.0,64.53
Technology,US,GitHub Copilot,3972.0,21.0,5.0,70.41
Technology,Brazil,Tableau,1125.0,13.0,1.0,59.27
Retail,Brazil,TensorFlow,1746.0,13.0,7.0,65.87
Technology,US,ChatGPT,3199.0,15.0,3.0,59.7
Healthcare,India,Tableau,491.0,19.0,4.0,58.38
Media,UK,ChatGPT,3603.0,10.0,2.0,60.34
Retail,Canada,GitHub Copilot,1293.0,15.0,4.0,68.69
Legal,India,Salesforce Einstein,1103.0,21.0,4.0,59.85
Legal,Canada,GitHub Copilot,1201.0,7.0,2.0,48.73
Legal,Canada,GitHub Copilot,492.0,12.0,7.0,62.09
Manufacturing,UK,Notion AI,798.0,8.0,7.0,46.82
Education,UK,GitHub Copilot,405.0,10.0,4.0,59.52
Retail,Japan,Midjourney,4564.0,12.0,0.0,57.69
Retail,India,GitHub Copilot,163.0,12.0,6.0,53.41
Manufacturing,Brazil,Midjourney,5614.0,13.0,5.0,62.95
Media,US,Midjourney,259.0,10.0,1.0,55.5
Education,India,Notion AI,17067.0,7.0,0.0,57.04
Manufacturing,Japan,Jasper,540.0,17.0,4.0,56.11
Finance,India,Jasper,2626.0,15.0,3.0,61.49
Media,Japan,Tableau,318.0,,0.0,55.91
Technology,Germany,Salesforce Einstein,3226.0,13.0,0.0,60.04
Technology,Australia,ChatGPT,2887.0,12.0,5.0,66.33
Retail,Germany,Notion AI,1936.0,13.0,0.0,47.8
Education,Japan,TensorFlow,336.0,10.0,3.0,56.82
Healthcare,UK,Salesforce Einstein,2849.0,13.0,1.0,53.6
Manufacturing,Japan,GitHub Copilot,854.0,13.0,4.0,54.67
Manufacturing,Japan,Midjourney,2612.0,8.0,0.0,47.71
Retail,Japan,TensorFlow,352.0,11.0,4.0,52.32
Education,India,TensorFlow,5246.0,13.0,2.0,57.6
,Australia,GitHub Copilot,2905.0,10.0,5.0,61.71
Retail,Canada,Jasper,904.0,15.0,4.0,55.91
Finance,UK,ChatGPT,2280.0,13.0,4.0,58.68
Finance,UK,TensorFlow,1711.0,8.0,3.0,63.29
Legal,Canada,TensorFlow,1644.0,13.0,3.0,56.76
Education,Japan,GitHub Copilot,891.0,17.0,4.0,60.07
Manufacturing,Canada,GitHub Copilot,1797.0,16.0,4.0,66.7
Technology,Canada,ChatGPT,944.0,12.0,2.0,54.87
Legal,US,TensorFlow,993.0,14.0,4.0,57.22
Manufacturing,UK,Notion AI,309.0,7.0,2.0,46.47
Technology,Australia,Notion AI,1186.0,14.0,4.0,64.54
Legal,UK,Midjourney,874.0,13.0,4.0,56.78
Finance,Japan,ChatGPT,1238.0,17.0,5.0,63.64
Technology,Australia,Notion AI,6254.0,22.0,3.0,71.64
Education,Canada,GitHub Copilot,22971.0,8.0,0.0,56.57
Healthcare,Japan,ChatGPT,1777.0,12.0,8.0,56.92
Technology,India,Jasper,3379.0,17.0,4.0,73.32
Technology,India,ChatGPT,2212.0,12.0,5.0,73.85
Legal,Australia,GitHub Copilot,178.0,9.0,3.0,49.34
Retail,Canada,Jasper,2786.0,7.0,2.0,50.86
Technology,Brazil,TensorFlow,1470.0,11.0,6.0,64.85
Media,Japan,TensorFlow,877.0,14.0,2.0,61.09
Education,Canada,Jasper,739.0,14.0,4.0,57.44
Manufacturing,UK,Midjourney,579.0,10.0,1.0,47.13
,Japan,ChatGPT,5683.0,8.0,8.0,61.21
Finance,Brazil,Jasper,6153.0,10.0,4.0,60.02
Finance,US,Notion AI,785.0,12.0,3.0,51.89
Legal,Brazil,Midjourney,3697.0,12.0,,59.81
Technology,US,Notion AI,23965.0,16.0,3.0,68.76
Legal,Brazil,Jasper,1933.0,12.0,3.0,65.84
Manufacturing,US,Midjourney,,14.0,0.0,40.94
Technology,US,GitHub Copilot,5681.0,13.0,0.0,66.82
Healthcare,UK,ChatGPT,4278.0,8.0,4.0,61.72
Retail,UK,GitHub Copilot,3109.0,21.0,1.0,63.59
Retail,UK,Tableau,4190.0,12.0,3.0,56.34
Legal,India,ChatGPT,19801.0,12.0,8.0,65.54
Technology,UK,Jasper,7961.0,17.0,6.0,75.6
Legal,Canada,GitHub Copilot,4156.0,7.0,3.0,54.71
Manufacturing,Brazil,Tableau,785.0,17.0,2.0,52.44
Legal,UK,Tableau,2086.0,13.0,6.0,60.22
Technology,Australia,GitHub Copilot,4229.0,9.0,9.0,72.7
Healthcare,US,GitHub Copilot,1794.0,14.0,2.0,58.82
Media,US,Salesforce Einstein,558.0,14.0,4.0,62.1
Education,UK,Salesforce Einstein,2766.0,13.0,4.0,57.48
Education,India,Jasper,858.0,12.0,5.0,66.6
Healthcare,US,Jasper,574.0,13.0,4.0,52.84
Technology,Brazil,Salesforce Einstein,3333.0,9.0,0.0,55.15
Media,US,Tableau,1081.0,12.0,5.0,62.92
Technology,India,TensorFlow,1049.0,20.0,5.0,64.57
Healthcare,Japan,Notion AI,788.0,13.0,6.0,63.54
Healthcare,Canada,Midjourney,315.0,7.0,4.0,51.36
Legal,UK,Salesforce Einstein,776.0,16.0,9.0,61.95
Finance,Japan,TensorFlow,4157.0,8.0,6.0,67.06
Healthcare,Germany,Notion AI,710.0,8.0,5.0,51.88
Retail,India,ChatGPT,12063.0,18.0,7.0,73.03
Retail,Germany,,1166.0,12.0,3.0,
Education,India,Salesforce Einstein,388.0,12.0,7.0,57.72
Manufacturing,India,ChatGPT,912.0,13.0,3.0,55.59
Media,Germany,Midjourney,,10.0,0.0,51.74
Finance,US,Midjourney,968.0,18.0,3.0,68.31
,Canada,ChatGPT,1070.0,10.0,0.0,55.5
Manufacturing,UK,ChatGPT,2283.0,6.0,5.0,43.02
Healthcare,UK,Jasper,3016.0,5.0,11.0,53.14
Education,UK,Notion AI,125.0,12.0,3.0,44.64
Technology,UK,TensorFlow,4865.0,25.0,8.0,86.71
Legal,Brazil,ChatGPT,990.0,11.0,3.0,52.44
Manufacturing,Canada,Salesforce Einstein,682.0,10.0,0.0,43.31
Healthcare,UK,Midjourney,855.0,12.0,4.0,59.64
Education,Japan,Midjourney,604.0,8.0,1.0,45.73
Education,Canada,GitHub Copilot,7601.0,13.0,4.0,64.33
Technology,India,Tableau,30.0,15.0,0.0,47.83
Media,Canada,Salesforce Einstein,153.0,11.0,3.0,
Finance,Japan,ChatGPT,178.0,14.0,3.0,59.22
Manufacturing,Japan,Notion AI,1994.0,11.0,5.0,45.99
Manufacturing,Japan,TensorFlow,6172.0,11.0,1.0,53.61
Education,Brazil,Tableau,416.0,14.0,3.0,46.51
Legal,Brazil,ChatGPT,1020.0,8.0,5.0,52.09
Legal,Germany,Jasper,677.0,12.0,5.0,55.48
Education,UK,Jasper,828.0,10.0,1.0,50.62
Technology,Germany,Tableau,1221.0,13.0,4.0,63.55
Education,Japan,Salesforce Einstein,,11.0,5.0,54.58
Finance,Brazil,TensorFlow,48.0,,8.0,51.13
Retail,Australia,Notion AI,1693.0,9.0,0.0,50.9
Retail,Canada,Tableau,9647.0,13.0,0.0,53.0
Finance,Canada,GitHub Copilot,3716.0,13.0,2.0,60.52
Finance,Germany,Salesforce Einstein,8873.0,14.0,6.0,65.24
Healthcare,Australia,Salesforce Einstein,1306.0,14.0,7.0,57.28
Finance,UK,Jasper,614.0,9.0,2.0,51.51
Retail,Japan,Tableau,1976.0,15.0,2.0,53.81
Finance,Canada,Salesforce Einstein,,16.0,3.0,59.34
Education,India,Midjourney,,13.0,0.0,65.39
Media,Australia,Salesforce Einstein,766.0,8.0,0.0,50.19
Retail,Canada,ChatGPT,149.0,8.0,5.0,51.07
Education,UK,,1196.0,12.0,4.0,56.8
Media,UK,GitHub Copilot,13357.0,7.0,2.0,57.94
Retail,Japan,TensorFlow,1470.0,9.0,1.0,50.77
Retail,Germany,Jasper,1145.0,11.0,2.0,55.85
Technology,Brazil,Jasper,1443.0,17.0,2.0,63.5
Media,Australia,Salesforce Einstein,841.0,11.0,1.0,55.39
Technology,Canada,Salesforce Einstein,404.0,13.0,3.0,52.49
Media,India,Tableau,3756.0,12.0,3.0,57.28
Retail,India,Notion AI,3614.0,10.0,2.0,52.85
Education,India,Jasper,477.0,15.0,3.0,53.83
,UK,GitHub Copilot,3205.0,8.0,3.0,59.64
Finance,UK,Salesforce Einstein,908.0,15.0,0.0,51.88
Manufacturing,Australia,GitHub Copilot,4285.0,8.0,6.0,56.1
Retail,Japan,GitHub Copilot,1464.0,15.0,6.0,61.14
Finance,Australia,GitHub Copilot,3333.0,9.0,0.0,53.55
Manufacturing,Brazil,Tableau,745.0,6.0,0.0,43.05
Technology,UK,Salesforce Einstein,997.0,11.0,0.0,58.21
Manufacturing,Brazil,Tableau,950.0,,5.0,42.52
Retail,Japan,Notion AI,24012.0,16.0,4.0,59.69
Manufacturing,Germany,ChatGPT,1198.0,10.0,7.0,58.54
Technology,India,Tableau,277.0,12.0,3.0,59.19
Media,UK,GitHub Copilot,,9.0,5.0,67.94
